위도,경도,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연도,관리기관전화번호,관리부서,기준일자
35.85824444,128.4952833,대구광역시 달서구청,대구광역시 달서구 서당로 15길 5,대구광역시 달서구 신당동 1734-12,생활안전,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.81054444,128.5186944,대구광역시 달서구청,대구광역시 달서구 상화로5길 33,대구광역시 달서구 진천동 775,어린이보호,1,200,회전,30,2023,053-667-3900,디지털정보과,2025-05-27
35.81365833,128.538625,대구광역시 달서구청,대구광역시 달서구 월곡로53동길78,대구광역시 달서구 상인2동 1420,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.8183085,128.5371401,대구광역시 달서구청,대구광역시 달서구 월곡로 273-17,대구광역시 달서구 상인2동 1399-1,생활안전,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.80771111,128.5361917,대구광역시 달서구청,대구광역시 달서구 도원로동길 6,대구광역시 달서구 도원동 1437-2,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.822875,128.5480806,대구광역시 달서구청,대구광역시 달서구 송현로12안길32,대구광역시 달서구 송현1동 1948-2,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.820331,128.551221,대구광역시 달서구청,대구광역시 달서구 송현로 2,대구광역시 달서구 송현1동 1951-27,생활안전,1,200,회전,30,2023,053-667-3900,디지털정보과,2025-05-27
35.830964,128.559216,대구광역시 달서구청,대구광역시 달서구 앞산순환로63길 67,대구광역시 달서구 송현1동 296,생활안전,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.82809167,128.5565667,대구광역시 달서구청,대구광역시 달서구 앞산순환로55길35,대구광역시 달서구 송현1동 1989,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.83125556,128.5563889,대구광역시 달서구청,대구광역시 달서구 중흥로5길 16,대구광역시 달서구 송현1동 2007-27,생활안전,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.830234,128.556661,대구광역시 달서구청,대구광역시 달서구 중흥로 42-1,대구광역시 달서구 송현1동 2005-12,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.82498611,128.5516222,대구광역시 달서구청,대구광역시 달서구 앞산순환로45길 46,대구광역시 달서구 송현1동 1964-37,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.829817,128.553289,대구광역시 달서구청,대구광역시 달서구 앞산순환로55길111,대구광역시 달서구 송현1동 1980-11,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.82971667,128.5564111,대구광역시 달서구청,대구광역시 달서구 월배로88길 86,대구광역시 달서구 송현1동 1994-12,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.83058889,128.5494556,대구광역시 달서구청,대구광역시 달서구 송현동길 25,대구광역시 달서구 송현2동 1904-3,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.83315556,128.5513667,대구광역시 달서구청,대구광역시 달서구 월배로 85길 25,대구광역시 달서구 송현2동 183-40,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.8322911,128.5486562,대구광역시 달서구청,대구광역시 달서구 학산로 42길 33,대구광역시 달서구 송현2동 171-15,생활안전,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.834985,128.553399,대구광역시 달서구청,대구광역시 달서구 월배로 93길 37,대구광역시 달서구 송현2동 135-2,생활안전,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.83023333,128.5459806,대구광역시 달서구청,대구광역시 달서구 송현로 30길 25,대구광역시 달서구 송현2동 580-2,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.83336389,128.5528444,대구광역시 달서구청,대구광역시 달서구 학산로 50길 11,대구광역시 달서구 송현2동 142-7,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.836275,128.5527889,대구광역시 달서구청,대구광역시 달서구 월배로97길 70,대구광역시 달서구 송현2동 59-12,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.830732,128.548022,대구광역시 달서구청,대구광역시 달서구 송현동길 58,대구광역시 달서구 송현2동 555-1,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.8288591,128.5479654,대구광역시 달서구청,대구광역시 달서구 월배로 75길 27,대구광역시 달서구 송현2동 1925-12,생활안전,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.83339722,128.5452694,대구광역시 달서구청,대구광역시 달서구 월배로 85길 138,대구광역시 달서구 송현2동 530-29,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.82533333,128.5445361,대구광역시 달서구청,대구광역시 달서구 월배로65길 35,대구광역시 달서구 송현2동 1912-10,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.83388611,128.5366472,대구광역시 달서구청,대구광역시 달서구 학산로19길 3,대구광역시 달서구 본동 944-3,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.83504722,128.5351694,대구광역시 달서구청,대구광역시 달서구 와룡로 5길 28,대구광역시 달서구 본동 903-1,생활안전,1,200,회전,30,2023,053-667-3900,디지털정보과,2025-05-27
35.83658,128.541308,대구광역시 달서구청,대구광역시 달서구 구마로 26길 12,대구광역시 달서구 본동 775,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.835975,128.5376917,대구광역시 달서구청,대구광역시 달서구 구마로 26안길 6,대구광역시 달서구 본동 1023,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.8362201,128.5314533,대구광역시 달서구청,대구광역시 달서구 와룡로9길 95-6,대구광역시 달서구 본동 699-1,생활안전,1,200,회전,30,2023,053-667-3900,디지털정보과,2025-05-27
35.843959,128.553529,대구광역시 달서구청,대구광역시 달서구 장기로 12길 38,대구광역시 달서구 성당동 540,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.838,128.5507556,대구광역시 달서구청,대구광역시 달서구 야외음악당로2길 38,대구광역시 달서구 성당동 826-35,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.84764444,128.5461111,대구광역시 달서구청,대구광역시 달서구 당산동1길 60,대구광역시 달서구 성당동 695-133,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.839949,128.551461,대구광역시 달서구청,대구광역시 달서구 대명천로16길 20,대구광역시 달서구 성당동 390-4,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.8466068,128.5648696,대구광역시 달서구청,대구광역시 달서구 성당로 117-9,대구광역시 달서구 성당동 129-7,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.85058,128.57142,대구광역시 달서구청,대구광역시 달서구 성당로 39길 11,대구광역시 달서구 성당동 74-8,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.8416,128.5487222,대구광역시 달서구청,대구광역시 달서구 야외음악당로11길 70,대구광역시 달서구 성당동 566-4,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.84155,128.5549667,대구광역시 달서구청,대구광역시 달서구 장기로 5길 21,대구광역시 달서구 성당동 459-1,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.83858056,128.5538333,대구광역시 달서구청,대구광역시 달서구 대명천로12길 12,대구광역시 달서구 성당동 373,생활안전,1,200,회전,30,2023,053-667-3900,디지털정보과,2025-05-27
35.83994167,128.5527556,대구광역시 달서구청,대구광역시 달서구 야외음악당로 29,대구광역시 달서구 성당동 390-11,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.8527314,128.5709083,대구광역시 달서구청,대구광역시 달서구 파도고개로1안길 44,대구광역시 달서구 성당동 58-18,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.83793611,128.5527444,대구광역시 달서구청,대구광역시 달서구 야외음악당로 7,대구광역시 달서구 성당동 828-21,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.86182778,128.5725861,대구광역시 달서구청,대구광역시 달서구 명덕로 3-6,대구광역시 달서구 두류1동 1201-4,생활안전,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.8611054,128.5734742,대구광역시 달서구청,대구광역시 달서구 명덕로 15,대구광역시 달서구 두류동 1192-66,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.85311389,128.5690556,대구광역시 달서구청,대구광역시 달서구 성당로 39길 82,대구광역시 달서구 두류2동 1337-66,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.857475,128.5608778,대구광역시 달서구청,대구광역시 달서구 야외음악당로49길39,대구광역시 달서구 두류2동 140-7,생활안전,1,200,회전,30,2024,053-667-3900,디지털정보과,2025-05-27
35.858367,128.564175,대구광역시 달서구청,대구광역시 달서구 야외음악당로57길37,대구광역시 달서구 두류2동 105-19,생활안전,1,200,회전,30,2024,053-667-3900,디지털정보과,2025-05-27
35.85750833,128.5684778,대구광역시 달서구청,대구광역시 달서구 파도고개로20길 49,대구광역시 달서구 두류2동 1241-49,생활안전,1,200,회전,30,2023,053-667-3900,디지털정보과,2025-05-27
35.8517801,128.5179574,대구광역시 달서구청,대구광역시 달서구 용산동 907,대구광역시 달서구 용산동 907,생활안전,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.85527222,128.5526,대구광역시 달서구청,대구광역시 달서구 달구벌대로344길 26,대구광역시 달서구 두류3동 492-18,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.85598333,128.5534556,대구광역시 달서구청,대구광역시 달서구 달구벌대로344길 9,대구광역시 달서구 두류3동 490-14,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.85418611,128.5517444,대구광역시 달서구청,대구광역시 달서구 달구벌대로340길 27,대구광역시 달서구 두류3동 610-1,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.85235,128.5490889,대구광역시 달서구청,대구광역시 달서구 당산로 36길 3,대구광역시 달서구 두류3동 630-35,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.85371389,128.5551778,대구광역시 달서구청,대구광역시 달서구 야외음악당로39길24,대구광역시 달서구 두류3동 484-17,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.851733,128.55333,대구광역시 달서구청,대구광역시 달서구 야외음악당로33길13,대구광역시 달서구 두류3동 637-20,생활안전,1,200,회전,30,2023,053-667-3900,디지털정보과,2025-05-27
35.8428534,128.5383574,대구광역시 달서구청,대구광역시 달서구 와룡로 24길 20,대구광역시 달서구 본리동 29-1,생활안전,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.839913,128.535943,대구광역시 달서구청,대구광역시 달서구 대명천로 43길 40,대구광역시 달서구 본리동 393-1,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.841217,128.534647,대구광역시 달서구청,대구광역시 달서구 대명천로 47길 14,대구광역시 달서구 본리동 425-2,생활안전,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.840775,128.5426583,대구광역시 달서구청,대구광역시 달서구 당산로 37-14,대구광역시 달서구 본리동 110-4,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.84675,128.5414361,대구광역시 달서구청,대구광역시 달서구 감삼남 2안길 35,대구광역시 달서구 감삼동 184-11,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.851205,128.545979,대구광역시 달서구청,대구광역시 달서구 달구벌대로330길 58,대구광역시 달서구 감삼동 115-21,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.85065278,128.5418222,대구광역시 달서구청,대구광역시 달서구 감삼4길 7,대구광역시 달서구 감삼동 137-9,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.84553889,128.5391139,대구광역시 달서구청,대구광역시 달서구 감삼남2길 48,대구광역시 달서구 감삼동 284-11,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.84850278,128.5431333,대구광역시 달서구청,대구광역시 달서구 감삼남4길 5-34,대구광역시 달서구 감삼동 192-4,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.850215,128.54093,대구광역시 달서구청,대구광역시 달서구 감삼길 64,대구광역시 달서구 감삼동 147-8,생활안전,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.84796111,128.5422556,대구광역시 달서구청,대구광역시 달서구 감삼남 4길 20,대구광역시 달서구 감삼동 189-28,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.84902222,128.5429556,대구광역시 달서구청,대구광역시 달서구 감삼남길 110,대구광역시 달서구 감삼동 190-3,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.85461,128.540995,대구광역시 달서구청,대구광역시 달서구 죽전3길 13-5,대구광역시 달서구 감삼동 41-8,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.857525,128.4963056,대구광역시 달서구청,대구광역시 달서구 서당로12길 50,대구광역시 달서구 신당동 525,어린이보호,1,200,고정,30,2022,053-667-3900,디지털정보과,2025-05-27
35.861525,128.5272028,대구광역시 달서구청,대구광역시 달서구 용산큰못길 55,대구광역시 달서구 용산1동 958-14,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.85694722,128.5315694,대구광역시 달서구청,대구광역시 달서구 와룡로 53길 100,대구광역시 달서구 용산1동 858-13,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.85446944,128.5239472,대구광역시 달서구청,대구광역시 달서구 장산 1길 31,대구광역시 달서구 용산1동 947,생활안전,1,200,회전,30,2023,053-667-3900,디지털정보과,2025-05-27
35.85886667,128.5248917,대구광역시 달서구청,대구광역시 달서구 용산2동 958-28,대구광역시 달서구 용산2동 958-28,생활안전,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.85862222,128.5238583,대구광역시 달서구청,대구광역시 달서구 용산2동 396,대구광역시 달서구 용산2동 396,생활안전,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.849435,128.510493,대구광역시 달서구청,대구광역시 달서구 성서로 72길 53,대구광역시 달서구 이곡1동 1000-92,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.83907778,128.49025,대구광역시 달서구청,대구광역시 달서구 성서공단로 15길 41,대구광역시 달서구 호림동 11-9,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.82011944,128.5325472,대구광역시 달서구청,대구광역시 달서구 월배로39길26,대구광역시 달서구 상인1동 95,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.82299444,128.5535889,대구광역시 달서구청,대구광역시 달서구 앞산순환로 206,대구광역시 달서구 송현1동 694,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.82280556,128.5534222,대구광역시 달서구청,대구광역시 달서구 앞산순환로 206,대구광역시 달서구 송현1동 694,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.8237762,128.5477672,대구광역시 달서구청,대구광역시 달서구 월배로 64길 27,대구광역시 달서구 송현1동 1947-25,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.82382778,128.5465583,대구광역시 달서구청,대구광역시 달서구 송현로12길 15,대구광역시 달서구 송현1동 1944-6,생활안전,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.83312222,128.5460361,대구광역시 달서구청,대구광역시 달서구 학산로36길 17,대구광역시 달서구 송현2동 518,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.83623333,128.5540778,대구광역시 달서구청,대구광역시 달서구 월배로 97길 38,대구광역시 달서구 송현2동 1036-5,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.82661667,128.5452028,대구광역시 달서구청,대구광역시 달서구 월배로 67길 38,대구광역시 달서구 송현2동 1910-16,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.82584444,128.5454806,대구광역시 달서구청,대구광역시 달서구 송현로 16길 42-9,대구광역시 달서구 송현2동 1916-15,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.831367,128.550087,대구광역시 달서구청,대구광역시 달서구 학산로 50안길 15,대구광역시 달서구 송현2동 185-21,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.828445,128.547631,대구광역시 달서구청,대구광역시 달서구 송현동 1길 62,대구광역시 달서구 송현2동 1924-30,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.83475278,128.5297361,대구광역시 달서구청,대구광역시 달서구 학산로 7안길 4,대구광역시 달서구 본동 612-11,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.83618333,128.5385806,대구광역시 달서구청,대구광역시 달서구 와룡로 4안길 40-,대구광역시 달서구 본동 756-3,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.8236742,128.5571525,대구광역시 달서구청,대구광역시 달서구 앞산순환로248,대구광역시 달서구 송현동 산56,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.833458,128.5364999,대구광역시 달서구청,대구광역시 달서구 학산로19길 25,대구광역시 달서구 본동 934-2,생활안전,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.836775,128.5351806,대구광역시 달서구청,대구광역시 달서구 구마로 14길 1,대구광역시 달서구 본동 725-1,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.8171484,128.5146796,대구광역시 달서구청,대구광역시 달서구 조암남로 172-12,대구광역시 달서구 유천동 87,도시공원,1,200,회전,30,2024,053-667-3900,디지털정보과,2025-05-27
35.8359581,128.5397072,대구광역시 달서구청,대구광역시 달서구 본동 790,대구광역시 달서구 본동 790,도시공원,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.83983611,128.5325583,대구광역시 달서구청,대구광역시 달서구 본리동 640-1,대구광역시 달서구 본리동 640-1,도시공원,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.83846389,128.529125,대구광역시 달서구청,대구광역시 달서구 본리동 1212-1,대구광역시 달서구 본리동 1212-1,도시공원,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.8410853,128.5261747,대구광역시 달서구청,대구광역시 달서구 장동 867,대구광역시 달서구 장동 867,도시공원,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.85578056,128.5296917,대구광역시 달서구청,대구광역시 달서구 용산로 205,대구광역시 달서구 용산1동 949,도시공원,1,200,회전,30,2023,053-667-3900,디지털정보과,2025-05-27
35.85839722,128.5150361,대구광역시 달서구청,대구광역시 달서구 이곡1동 1306-6,대구광역시 달서구 이곡1동 1306-6,도시공원,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.852925,128.5716111,대구광역시 달서구청,대구광역시 달서구 파도고개로 47,대구광역시 달서구 성당동 52-32,어린이보호,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.86025556,128.5734306,대구광역시 달서구청,대구광역시 달서구 명덕로 22,대구광역시 달서구 두류동 1210-56,어린이보호,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.84417222,128.5394806,대구광역시 달서구청,대구광역시 달서구 장기로38길 10,대구광역시 달서구 감삼동 317-1,어린이보호,1,200,회전,30,2024,053-667-3900,디지털정보과,2025-05-27
35.85089167,128.5250806,대구광역시 달서구청,대구광역시 달서구 달구벌대로291길 49,대구광역시 달서구 장기동 46-4,어린이보호,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.86388889,128.5239917,대구광역시 달서구청,대구광역시 달서구 새방로 61,대구광역시 달서구 용산동 5-1,어린이보호,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.81480833,128.5337694,대구광역시 달서구청,대구광역시 달서구 상원로13길 19,대구광역시 달서구 상인2동 350-17,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.80792778,128.5351806,대구광역시 달서구청,대구광역시 달서구 도원로서길 5,대구광역시 달서구 도원동 1433-2,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.82751944,128.5528889,대구광역시 달서구청,대구광역시 달서구 중흥로8길 90,대구광역시 달서구 송현동 1939-12,생활안전,1,200,회전,30,2024,053-667-3900,디지털정보과,2025-05-27
35.82694167,128.5539222,대구광역시 달서구청,대구광역시 달서구 앞산순환로51길 40,대구광역시 달서구 송현동 429,생활안전,1,200,회전,30,2024,053-667-3900,디지털정보과,2025-05-27
35.8273364,128.5559908,대구광역시 달서구청,대구광역시 달서구 중흥로12길 53,대구광역시 달서구 송현동 1988-17,생활안전,1,200,회전,30,2024,053-667-3900,디지털정보과,2025-05-27
35.82860556,128.5602556,대구광역시 달서구청,대구광역시 달서구 앞산순환로61길 9,대구광역시 달서구 송현동 2014-1,생활안전,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.83141111,128.5466694,대구광역시 달서구청,대구광역시 달서구 송현동5길 14,대구광역시 달서구 송현동 543-3,생활안전,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.83503889,128.5494222,대구광역시 달서구청,대구광역시 달서구 월배로93길 103,대구광역시 달서구 송현동 101-2,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.82962778,128.5466139,대구광역시 달서구청,대구광역시 달서구 송현동2길 62-14,대구광역시 달서구 송현동 1905,생활안전,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.83194444,128.5500333,대구광역시 달서구청,대구광역시 달서구 월배로83길 35,대구광역시 달서구 송현동 184-19,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.83275,128.5466361,대구광역시 달서구청,대구광역시 달서구 송현동5길 43,대구광역시 달서구 송현동 512-1,생활안전,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.83654444,128.5429028,대구광역시 달서구청,대구광역시 달서구 와룡로10길 101,대구광역시 달서구 본동 828,생활안전,1,200,회전,30,2023,053-667-3900,디지털정보과,2025-05-27
35.835,128.5405583,대구광역시 달서구청,대구광역시 달서구 학산로25길 2,대구광역시 달서구 본동 811-3,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.83480278,128.5378806,대구광역시 달서구청,대구광역시 달서구 와룡로4안길 ,대구광역시 달서구 본동 994,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.85187222,128.5716778,대구광역시 달서구청,대구광역시 달서구 파도고개로3길 9,대구광역시 달서구 성당동 53-12,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.85171389,128.5703444,대구광역시 달서구청,대구광역시 달서구 성당로39길 43,대구광역시 달서구 성당동 60-8,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.84411944,128.5517111,대구광역시 달서구청,대구광역시 달서구 야외음악당로15길 13,대구광역시 달서구 성당동 658-3,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.84575833,128.5501222,대구광역시 달서구청,대구광역시 달서구 장기로16안길 18,대구광역시 달서구 성당동 677-15,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.84523889,128.5468556,대구광역시 달서구청,대구광역시 달서구 당산동길 43,대구광역시 달서구 성당동 708-1,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.84575,128.5472,대구광역시 달서구청,대구광역시 달서구 장기로22안길 26,대구광역시 달서구 성당동 710-12,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.8392874,128.5561826,대구광역시 달서구청,대구광역시 달서구 대명천로 32-10,대구광역시 달서구 성당동 202-35,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.839125,128.5545778,대구광역시 달서구청,대구광역시 달서구 대명천로10길 17,대구광역시 달서구 성당동 332-1,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.8390968,128.5524227,대구광역시 달서구청,대구광역시 달서구 야외음악당로 19-13,대구광역시 달서구 성당동 392-42,생활안전,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.84525556,128.5487,대구광역시 달서구청,대구광역시 달서구 당산동길 73,대구광역시 달서구 성당동 708-37,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.8558128,128.5601567,대구광역시 달서구청,대구광역시 달서구 야외음악당로47길 13,대구광역시 달서구 두류동 146-8,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.85790278,128.5601889,대구광역시 달서구청,대구광역시 달서구 야외음악당로47길 75,대구광역시 달서구 두류동 150-23,생활안전,1,200,회전,30,2023,053-667-3900,디지털정보과,2025-05-27
35.8571114,128.5618881,대구광역시 달서구청,대구광역시 달서구 두류공원로50길 59,대구광역시 달서구 두류동 137-80,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.8583,128.5624667,대구광역시 달서구청,대구광역시 달서구 야외음악당로53길 49,대구광역시 달서구 두류동 137-89,생활안전,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.85630556,128.5615,대구광역시 달서구청,대구광역시 달서구 야외음악당로49길 17,대구광역시 달서구 두류동 143-16,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.86068611,128.5687556,대구광역시 달서구청,대구광역시 달서구 밤골1길 2,대구광역시 달서구 두류동 77-12,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.85882778,128.5688222,대구광역시 달서구청,대구광역시 달서구 두류길 105,대구광역시 달서구 두류동 836-8,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.858775,128.5712333,대구광역시 달서구청,대구광역시 달서구 두류남7길 32,대구광역시 달서구 두류동 804-28,생활안전,1,200,회전,30,2024,053-667-3900,디지털정보과,2025-05-27
35.85658611,128.5725889,대구광역시 달서구청,대구광역시 달서구 두류남3길 23,대구광역시 달서구 두류동 829-44,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.85411111,128.5696111,대구광역시 달서구청,대구광역시 달서구 성당로39길 106,대구광역시 달서구 두류동 1335-40,생활안전,1,200,회전,30,2023,053-667-3900,디지털정보과,2025-05-27
35.85363056,128.5701889,대구광역시 달서구청,대구광역시 달서구 파도고개로7길 8,대구광역시 달서구 두류동 1337-141,생활안전,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.86122222,128.5741639,대구광역시 달서구청,대구광역시 달서구 큰장로 9,대구광역시 달서구 두류동 1192-15,생활안전,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.856075,128.5700444,대구광역시 달서구청,대구광역시 달서구 달구벌대로378길 126,대구광역시 달서구 두류동 1252-61,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.85416944,128.5565556,대구광역시 달서구청,대구광역시 달서구 야외음악당로41안길 19,대구광역시 달서구 두류동 482-15,생활안전,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
